======================================================================
         RELATÓRIO DE REORDENAÇÃO DE HREFLANG (SEO INTERNACIONAL)     
======================================================================

Total de arquivos com ordem corrigida: 1331
Total de arquivos já corretos/intactos: 201

Detalhamento por arquivo modificado:
----------------------------------------------------------------------
[REORDENADO] .\geradordir.html | Nova ordem: pt-br, x-default
[REORDENADO] ru\pelod.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\perroca.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\pews.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\politica.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\politicadeacessibilidade.html | Nova ordem: ru, pt-br, en, es, fr, de, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\prism.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\qsofa.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\ramsay.html | Nova ordem: ru, pt-br, es, ja, zh, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\rancholosamigos.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\richmond.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\saps.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\silverman.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\sofa.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\tecnologiaverde.html | Nova ordem: ru, pt-br, en, es, fr, de, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\termos.html | Nova ordem: ru, pt-br, en, es, fr, de, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\tinetti.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\waterlow.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ru\zarit.html | Nova ordem: ru, pt-br, en, es, fr, de, it, ja, zh, hi, ar, tr, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\aldrete.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\apache.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\apgar.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\asa.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\balancohidrico.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\ballard.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\barthel.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\berg.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\bishop.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\bps.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\braden.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\cam.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\capurro.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\cincinnati.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\cornell.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\cries.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\curb-65.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\diagnosticosnanda.html | Nova ordem: ko, pt-br, en, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\downes.html | Nova ordem: ko, pt-br, en, es, fr, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\downton.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\elpo.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\escalanumerica.html | Nova ordem: ko, pt-br, es, fr, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\fale.html | Nova ordem: ko, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\fast.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\flacc.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\four.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\fugulin.html | Nova ordem: ko, pt-br, en, es, fr, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\gds.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\gestacional.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\glasgow.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\gosnell.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\gotejamento.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\hamilton.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\humpty.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\imc.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\impactodigital.html | Nova ordem: ko, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\index.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\insulina.html | Nova ordem: ko, pt-br, en, es, x-default
[REORDENADO] ko\johns.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\jouvet.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\katz.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\lachs.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\lanss.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\lawton.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\manchester.html | Nova ordem: ko, pt-br, es, fr, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\mapa-do-site.html | Nova ordem: ko, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\medicamentos.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\meem.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\meows.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\missao.html | Nova ordem: ko, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\morse.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\news.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\nihss.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\nips.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\norton.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\nossocompromisso.html | Nova ordem: ko, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\objetivo.html | Nova ordem: ko, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\ofras.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\painad.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\pelod.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\perroca.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\pews.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\politicadeacessibilidade.html | Nova ordem: ko, pt-br, en, es, fr, de, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\prism.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\qsofa.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\ramsay.html | Nova ordem: ko, pt-br, es, ja, zh, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\rancholosamigos.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\richmond.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\saps.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\silverman.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\sofa.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\tecnologiaverde.html | Nova ordem: ko, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\termos.html | Nova ordem: ko, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\tinetti.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\waterlow.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] ko\zarit.html | Nova ordem: ko, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\aldrete.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\apache.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\apgar.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\asa.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\balancohidrico.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\ballard.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\barthel.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\berg.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\bishop.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\bps.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\braden.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\cam.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\capurro.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\cincinnati.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\cornell.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\cries.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\curb-65.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\diagnosticosnanda.html | Nova ordem: tr, pt-br, en, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\downes.html | Nova ordem: tr, pt-br, en, es, fr, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\downton.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\elpo.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\escalanumerica.html | Nova ordem: tr, pt-br, es, fr, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\fale.html | Nova ordem: tr, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\fast.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\flacc.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\four.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\fugulin.html | Nova ordem: tr, pt-br, en, es, fr, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\gds.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\gestacional.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\glasgow.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\gosnell.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\gotejamento.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\hamilton.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\humpty.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\imc.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\impactodigital.html | Nova ordem: tr, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\index.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\johns.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\jouvet.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\katz.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\lachs.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\lanss.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\lawton.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\manchester.html | Nova ordem: tr, pt-br, es, fr, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\mapa-do-site.html | Nova ordem: tr, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\medicamentos.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\meem.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\meows.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\missao.html | Nova ordem: tr, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\morse.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\news.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\nihss.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\nips.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\norton.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\nossocompromisso.html | Nova ordem: tr, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\objetivo.html | Nova ordem: tr, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\ofras.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\painad.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\pelod.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\perroca.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\pews.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\politicadeacessibilidade.html | Nova ordem: tr, pt-br, en, es, fr, de, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\prism.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\qsofa.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\ramsay.html | Nova ordem: tr, pt-br, es, ja, zh, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\rancholosamigos.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\richmond.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\saps.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\silverman.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\sofa.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\tecnologiaverde.html | Nova ordem: tr, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\termos.html | Nova ordem: tr, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\tinetti.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\waterlow.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] tr\zarit.html | Nova ordem: tr, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, ko, nl, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\5-hs-da-paradacardiorespiratoria.html | Nova ordem: nl, pt-br, pl, sv, vi, uk, x-default
